$Green Spring Met year 2005 YC 02/02/2023,,,,,,
",,,",,,,,,
Jday,TAIR,TDEW,WIND,PHI,Cloud,Solar
155.167,12.22222222,6.92,0.44704,4.0666189,0,7.98592784
155.208,13.33333333,6.21,0.44704,6.108655,0,99.32497751
155.250,17.22222222,7.57,0.44704,6.1261083,0,278.5092334
155.292,21.66666667,8.56,0.44704,5.061457,0,470.1715016
155.333,25,8.9,0.89408,5.7072291,0,650.3539985
155.375,27.22222222,9.1,0.89408,3.9793524,0,797.594543
155.417,28.33333333,8.08,1.78816,3.7175529,0,900.9124845
155.458,28.33333333,8.08,1.78816,4.363325,0,951.3236539
155.500,29.44444444,7.65,2.45872,4.28478515,0,954.3183769
155.542,30.55555556,7.08,3.12928,4.2062453,0,904.9054484
155.583,31.11111111,6.89,3.12928,4.0840722,0,803.0848684
155.625,31.11111111,6.89,2.68224,4.5553113,0,648.3575165
155.667,30.55555556,7.08,3.57632,4.8345641,0,451.7040435
155.708,30,7.83,4.02336,4.2586052,0,266.5303417
155.750,27.77777778,7.61,4.4704,4.7472976,0,98.32673653
155.792,22.22222222,7.99,4.02336,4.9043773,0,7.48680735
155.833,18.33333333,7.44,3.12928,4.9916438,0,3.99296392
155.875,17.22222222,8.11,1.78816,5.2010834,0,3.99296392
155.917,15.55555556,7.34,2.2352,5.2534433,0,3.99296392
155.958,14.44444444,7.49,0.89408,5.7944956,0,3.99296392
156.000,13.33333333,7.55,1.34112,5.4454296,0,3.99296392
156.042,12.22222222,5.62,1.34112,5.3232565,0,3.99296392
156.083,10,5.78,0,6.0737484,0,3.99296392
156.125,10,3.73,0.44704,5.5676027,0,3.99296392
156.167,10,4.38,0,6.1261083,0,7.98592784
156.208,10,4.79,0.89408,5.9166687,0,103.8170619
156.250,12.22222222,6.28,0.89408,5.7421357,0,288.4916432
156.292,14.44444444,6.04,1.78816,5.4628829,0,485.6442368
156.333,16.11111111,5.98,3.57632,5.2708966,0,665.3276132
156.375,17.77777778,6.02,2.68224,4.9567372,0,810.0725553
156.417,19.44444444,6.21,2.2352,4.9567372,0,910.8948943
156.458,21.11111111,6.25,3.12928,4.0840722,0,965.7981482
156.500,21.66666667,5.14,3.57632,4.6774844,0,931.8579548
156.542,23.33333333,6.6,3.12928,4.9567372,0,924.3711475
156.583,23.88888889,5.28,2.68224,5.3930697,0,819.5558446
156.625,24.44444444,4.76,3.57632,5.0789103,0,658.8390468
156.667,25,4.18,4.02336,4.7996575,0,472.1679835
156.708,23.88888889,4.79,3.12928,5.2708966,0,279.0083539
156.750,20.55555556,5.76,4.4704,4.5553113,0,101.82058
156.792,16.66666667,5.32,4.4704,4.3284184,0,7.98592784
156.833,14.44444444,5.52,3.12928,4.9218306,0,3.99296392
156.875,12.22222222,5.39,3.12928,4.9218306,0,3.99296392
156.917,11.66666667,5.32,1.34112,5.6548692,0,3.99296392
156.958,10,5.19,1.34112,5.3407098,0,3.99296392
157.000,9.444444444,5.24,0.44704,5.6897758,0,3.49384343
157.042,8.888888889,5.63,0,5.7421357,0,3.49384343
157.083,8.333333333,5.62,0.44704,5.5152428,0,3.99296392
157.125,8.333333333,5.27,0.89408,5.3756164,0,3.49384343
157.167,7.222222222,4.7,0.89408,5.5501494,0,7.98592784
157.208,7.222222222,4.53,0.44704,5.8992154,0,104.8153029
157.250,12.22222222,6.06,0,5.8643088,0,283.5004383
157.292,15,6.3,0.89408,5.410523,0,479.1556704
157.333,15.55555556,6.3,1.34112,5.6374159,0,652.8496009
157.375,17.22222222,5.51,1.78816,5.2883499,0,808.0760733
157.417,19.44444444,6.21,2.2352,5.1487235,0,912.3922557
157.458,20.55555556,3.31,3.57632,4.5902179,0,949.327172
157.500,21.11111111,1.4,3.12928,4.6251245,0,966.7963891
157.542,21.66666667,0.25,4.91744,4.712391,0,912.3922557
157.583,21.66666667,0.81,3.57632,4.712391,0,812.0690372
157.625,22.22222222,2.35,4.4704,4.2760585,0,623.401492
157.667,21.66666667,1.35,4.91744,4.886924,0,469.6723811
157.708,21.66666667,2.39,4.02336,4.5902179,0,277.5109924
157.750,18.33333333,5.21,4.4704,4.8345641,0,100.822339
157.792,15,6.04,6.7056,4.4505915,0,7.98592784
157.833,12.77777778,5.92,5.36448,4.6251245,0,3.99296392
157.875,11.66666667,4.87,3.12928,4.8520174,0,3.99296392
157.917,9.444444444,5.24,0.89408,5.585056,0,3.49384343
157.958,8.888888889,4.71,0.89408,4.6774844,0,3.49384343
158.000,8.333333333,4.91,1.34112,5.4279763,0,3.49384343
158.042,8.333333333,4.91,0.44704,5.5676027,0,3.49384343
158.083,7.777777778,5.42,1.34112,5.5676027,0,3.49384343
158.125,6.666666667,5.15,1.34112,5.410523,0,3.49384343
158.167,6.666666667,5.46,0.89408,5.6548692,0,8.98416882
158.208,7.777777778,5.59,1.34112,5.9166687,0,117.2933152
158.250,13.33333333,4.49,0.44704,1.570797,0,279.5074744
158.292,15,5.78,0.44704,5.8468555,0,441.7216337
158.333,16.11111111,6.81,1.78816,4.6774844,0,659.3381673
158.375,18.88888889,6.05,2.2352,4.5902179,0,807.0778323
158.417,20.55555556,2.4,2.2352,5.1487235,0,912.3922557
158.458,21.66666667,3.36,2.68224,5.0963636,0,962.8034252
158.500,22.22222222,1.82,3.12928,4.363325,0,964.7999072
158.542,23.33333333,1.05,3.12928,4.2586052,0,915.3869787
158.583,23.88888889,0.9,3.12928,4.4854981,0,809.0743143
158.625,23.88888889,0.26,4.02336,4.3284184,0,651.3522395
158.667,24.44444444,-1.4,3.12928,4.4331382,0,466.6776582
158.708,23.33333333,-0.87,3.57632,4.8171108,0,280.0065949
158.750,21.66666667,-0.34,3.57632,4.6425778,0,104.8153029
158.792,17.77777778,5.05,2.68224,5.2010834,0,6.98768686
158.833,14.44444444,5.52,4.02336,5.0789103,0,3.99296392
158.875,12.77777778,4.23,2.2352,4.9567372,0,3.99296392
158.917,11.66666667,4.64,1.78816,5.1836301,0,3.99296392
158.958,10.55555556,5.73,1.34112,5.23599,0,3.99296392
159.000,10.55555556,6.32,1.34112,5.3581631,5,3.99296392
159.042,11.11111111,6.46,0,5.7944956,5,3.99296392
159.083,12.22222222,6.5,0.44704,5.759589,5,3.99296392
159.125,12.22222222,6.28,0.89408,5.4279763,5,3.99296392
159.167,12.22222222,6.92,0.44704,5.6025093,5,4.9912049
159.208,12.22222222,6.92,0,5.9515753,5,17.46921715
159.250,12.22222222,8.31,0.89408,5.2883499,5,67.88038664
159.292,12.77777778,10.84,0.89408,5.2010834,5,170.6992076
159.333,13.33333333,10.69,0.44704,5.6897758,5,264.5338597
159.375,14.44444444,10.85,0.89408,1.0297447,5,347.387861
159.417,16.66666667,12.22,0.44704,0.5585056,5,468.1750196
159.458,19.44444444,13.38,1.34112,3.4033935,5,692.2801196
159.500,19.44444444,12.69,0.89408,2.3561955,5,256.0488114
159.542,22.22222222,13.03,1.34112,3.6128331,5,313.4476677
159.583,21.66666667,12.24,2.2352,4.4854981,5,398.7972715
159.625,21.66666667,11.96,2.68224,4.6425778,5,412.2735247
159.667,19.44444444,12.46,3.12928,4.2586052,5,230.5936664
159.708,18.88888889,12.86,3.57632,4.537858,5,127.275725
159.750,17.77777778,12.46,1.78816,5.4454296,5,61.89094076
159.792,17.22222222,12.34,1.34112,5.4279763,5,7.98592784
159.833,16.66666667,12.62,0.89408,5.7944956,5,3.99296392
159.875,16.11111111,12.28,0.44704,5.8119489,5,3.99296392
159.917,15.55555556,12.87,0.89408,5.759589,5,3.99296392
159.958,15,13.03,0.89408,5.5676027,5,3.99296392
160.000,14.44444444,12.99,0.44704,5.6199626,3,3.99296392
160.042,14.44444444,12.99,0.44704,5.4977895,3,3.99296392
160.083,14.44444444,13.32,0.89408,5.2010834,3,3.99296392
160.125,13.88888889,13.26,1.34112,5.3930697,3,3.99296392
160.167,14.44444444,13.65,1.78816,5.3407098,3,4.49208441
160.208,14.44444444,13.81,1.78816,5.3930697,3,32.44283185
160.250,15,14.37,0.89408,5.7246824,3,145.7431831
160.292,16.11111111,14.64,0.89408,5.1661768,3,305.4617399
160.333,20,14.8,1.34112,5.0265504,3,519.0853096
160.375,22.77777778,13.82,1.34112,5.6025093,3,415.2682477
160.417,21.11111111,14.75,2.2352,5.585056,3,345.3913791
160.458,22.77777778,14.09,4.02336,4.9043773,3,663.3311312
160.500,21.66666667,13.83,4.4704,4.7996575,3,853.4960379
160.542,22.77777778,13.27,4.91744,4.712391,3,664.3293722
160.583,25,13.55,4.02336,5.3058032,3,734.7053613
160.625,24.44444444,13.95,4.02336,5.2883499,3,464.1820557
160.667,25.55555556,13.42,3.57632,5.3756164,3,388.8148617
160.708,24.44444444,13.03,4.02336,4.9916438,3,225.6024615
160.750,23.33333333,12.63,3.12928,5.1836301,3,100.3232185
160.792,20.55555556,12.27,3.57632,5.2185367,3,8.48504833
160.833,18.33333333,12.55,2.2352,5.23599,3,3.99296392
160.875,16.66666667,12.62,1.34112,5.3756164,3,3.99296392
160.917,15.55555556,12.31,3.12928,5.0789103,3,3.99296392
160.958,15,12.5,2.68224,5.3756164,3,3.99296392
161.000,13.33333333,11.89,2.68224,5.3232565,0,3.99296392
161.042,12.77777778,11.68,0.89408,5.410523,0,3.99296392
161.083,12.22222222,11.44,0.89408,5.8643088,0,3.99296392
161.125,12.22222222,11.6,0.44704,5.934122,0,3.99296392
161.167,11.66666667,11.21,0.44704,6.1959215,0,8.98416882
161.208,11.66666667,11.21,0.89408,5.5152428,0,116.7941947
161.250,15.55555556,12.69,0.44704,5.6723225,0,273.018908
161.292,20.55555556,13.76,0.89408,5.6374159,0,454.1996459
161.333,22.22222222,12.47,1.34112,5.3407098,0,628.3926969
161.375,24.44444444,13.95,1.78816,5.1661768,0,772.139398
161.417,25.55555556,14.68,2.2352,5.3407098,0,872.961737
161.458,27.22222222,13.19,2.68224,4.5204047,0,925.3693885
161.500,27.22222222,13.91,1.78816,5.6374159,0,927.8649909
161.542,28.33333333,12.25,4.02336,4.7647509,0,882.4450263
161.583,29.44444444,12.38,4.02336,4.6425778,0,776.132362
161.625,30,11.03,4.02336,5.0265504,0,632.8847813
161.667,28.88888889,14.32,4.02336,5.2534433,0,458.6917303
161.708,28.33333333,13.44,4.02336,5.1661768,0,275.01539
161.750,26.66666667,11.58,4.4704,5.0090971,0,102.8188209
161.792,23.33333333,11.06,3.12928,5.1661768,0,8.48504833
161.833,19.44444444,10.44,3.57632,4.8520174,0,3.99296392
161.875,17.22222222,10.36,1.78816,5.3058032,0,3.99296392
161.917,17.22222222,11.49,1.34112,5.3232565,0,3.99296392
161.958,15.55555556,11.74,1.78816,5.4454296,0,3.99296392
162.000,15,11.77,0.89408,5.7421357,0,3.99296392
162.042,14.44444444,11.77,0.89408,5.3058032,0,3.99296392
162.083,13.88888889,11.59,0,2.2165691,0,3.99296392
162.125,13.33333333,11.39,0.44704,5.7246824,0,3.99296392
162.167,12.77777778,11.35,1.34112,5.6723225,0,8.48504833
162.208,12.22222222,10.8,0.89408,5.8468555,0,97.82761604
162.250,15.55555556,12.13,0.89408,5.7944956,0,269.5250646
162.292,18.33333333,12.55,1.34112,5.3930697,0,454.6987664
162.333,21.66666667,12.52,1.78816,5.4628829,0,626.396215
162.375,24.44444444,13.34,1.34112,5.6723225,0,773.137639
162.417,26.11111111,13.25,1.78816,5.1138169,0,877.9529419
162.458,26.66666667,13.41,2.2352,4.2760585,0,932.8561958
162.500,27.77777778,13.33,4.02336,4.0666189,0,936.8491597
162.542,29.44444444,13.23,4.4704,4.8520174,0,888.4344722
162.583,30,11.51,5.36448,4.537858,0,790.6068562
162.625,30.55555556,9.99,3.57632,4.8171108,0,651.3522395
162.667,30,10.03,5.36448,4.9392839,0,477.1591884
162.708,29.44444444,10.06,4.4704,4.7996575,0,286.4951613
162.750,27.22222222,11.27,2.68224,5.3232565,0,111.8029898
162.792,24.44444444,11.05,3.57632,5.0265504,0,8.98416882
162.833,20,10.96,2.2352,5.1138169,0,3.99296392
162.875,18.33333333,10.18,1.78816,5.3058032,0,3.99296392
162.917,17.22222222,9.88,0.44704,5.6374159,0,3.99296392
162.958,16.66666667,9.83,1.34112,5.410523,0,3.99296392
163.000,15.55555556,10.12,1.34112,5.3581631,0,3.99296392
163.042,14.44444444,9.87,1.78816,5.3232565,0,3.99296392
163.083,13.33333333,9.77,0.89408,5.6199626,0,3.99296392
163.125,13.33333333,10.14,0,5.3581631,0,3.99296392
163.167,12.77777778,10.5,0.44704,5.6374159,0,8.48504833
163.208,12.22222222,9.95,0,5.6723225,0,104.3161824
163.250,16.11111111,11.68,0.89408,5.5676027,0,278.5092334
163.292,21.11111111,13.05,0.89408,5.6025093,0,465.1802967
163.333,23.33333333,11.71,1.34112,5.4977895,0,641.8689501
163.375,26.11111111,12.2,1.78816,4.8694707,0,792.6033381
163.417,27.22222222,11.67,2.68224,4.7647509,0,899.9142435
163.458,28.33333333,10.97,3.12928,4.6949377,0,953.3201359
163.500,30,8.41,4.02336,5.061457,0,955.3166179
163.542,31.11111111,7.54,3.57632,5.4279763,0,908.8984123
163.583,32.22222222,6.42,4.02336,5.2185367,0,811.0707963
163.625,31.66666667,5.97,4.02336,5.2534433,0,670.8179386
163.667,31.66666667,6.68,4.02336,5.1487235,0,495.6266466
163.708,31.11111111,7.54,4.4704,5.1312702,0,297.475812
163.750,29.44444444,5.51,3.57632,5.2010834,0,115.2968332
163.792,26.11111111,5.66,4.02336,5.1661768,0,9.48328931
163.833,22.22222222,6.45,2.2352,5.23599,0,3.99296392
163.875,21.66666667,5.56,0.89408,5.759589,0,3.99296392
163.917,20,8.04,0.89408,5.3581631,0,3.99296392
163.958,17.77777778,6.02,0.44704,2.1293026,0,3.99296392
164.000,18.33333333,7.74,0.89408,5.410523,0,3.99296392
164.042,19.44444444,9.9,0.44704,0.1221731,0,3.99296392
164.083,17.22222222,9.88,0.89408,0.174533,0,3.99296392
164.125,15.55555556,10.54,0.89408,0.174533,0,3.99296392
164.167,15.55555556,10.54,0,2.1118493,0,8.48504833
164.208,15,11,0,0.8203051,0,105.3144234
164.250,21.11111111,11.72,0.89408,3.0892341,0,281.0048359
164.292,26.66666667,11.96,0.44704,1.3439041,0,469.1732606
164.333,27.77777778,11.35,0.44704,1.3613574,0,646.3610346
164.375,28.33333333,10.97,1.34112,2.8448879,0,796.596302
164.417,30,10.54,2.2352,3.5081133,0,901.9107254
164.458,31.66666667,9.82,2.2352,3.5604732,0,956.3148588
164.500,32.77777778,10.17,1.78816,3.4208468,0,960.8069433
164.542,33.88888889,9.85,1.78816,3.49066,0,910.8948943
164.583,35,7.94,1.78816,4.0840722,0,811.0707963
164.625,35,7.94,2.68224,4.6949377,0,666.8249746
164.667,35.55555556,6.77,2.68224,4.0666189,0,488.6389597
164.708,35,6.32,2.68224,5.2010834,0,298.9731735
164.750,32.22222222,4.91,2.2352,5.2708966,0,117.7924356
164.792,28.88888889,5.05,3.57632,4.886924,0,9.48328931
164.833,25.55555556,4.65,1.34112,5.1661768,0,3.99296392
164.875,23.33333333,5.26,0.44704,5.6897758,0,3.99296392
164.917,21.66666667,5.14,0.44704,5.6548692,0,3.99296392
164.958,20.55555556,6.5,0.89408,5.6548692,0,3.99296392
165.000,21.11111111,11.45,0.44704,5.6199626,1,3.99296392
165.042,21.11111111,11.16,0,4.9218306,1,3.99296392
165.083,20,11.49,0.44704,5.7421357,1,3.99296392
165.125,17.77777778,11.58,0.44704,1.0821046,1,3.99296392
165.167,16.11111111,11.88,0,5.9690286,1,6.48856637
165.208,16.11111111,11.27,0,2.0245828,1,113.3003512
165.250,21.11111111,12.79,0,1.7278767,1,266.5303417
165.292,26.66666667,13.06,0.44704,5.9690286,1,309.9538243
165.333,30,11.03,0,0.8377584,1,441.7216337
165.375,30.55555556,11.99,0.89408,3.141594,1,593.9533831
165.417,31.66666667,12.47,1.78816,4.6076712,1,885.4397493
165.458,33.88888889,9.85,0.44704,3.1241407,1,958.3113408
165.500,34.44444444,8.24,1.78816,4.1538854,1,960.8069433
165.542,35.55555556,7.6,1.78816,4.3109651,1,909.8966533
165.583,35.55555556,4.96,2.68224,4.1189788,1,805.0813504
165.625,35,5.44,3.12928,3.9444458,1,644.8636731
165.667,34.44444444,5,3.12928,4.6949377,1,469.6723811
165.708,33.33333333,8.73,3.57632,4.5204047,1,285.4969203
165.750,31.66666667,7.36,3.57632,5.1312702,1,116.7941947
165.792,27.22222222,6.61,3.57632,5.0789103,1,9.48328931
165.833,23.61111111,7.26,2.45872,5.2185367,1,3.99296392
165.875,20,7.05,1.34112,5.3581631,1,3.99296392
165.917,18.88888889,6.71,1.78816,5.1836301,1,3.99296392
165.958,17.77777778,6.02,0,5.6199626,1,3.99296392
166.000,17.22222222,7.57,0.44704,5.9864819,0,3.99296392
166.042,16.11111111,7.34,0.44704,5.7072291,0,3.99296392
166.083,15.55555556,8.32,0.44704,5.8294022,0,3.99296392
166.125,15,8.71,0,0.0174533,0,3.49384343
166.167,13.88888889,9.14,0,6.0388418,0,7.98592784
166.208,13.33333333,8.6,0.44704,5.759589,0,106.8117849
166.250,18.33333333,9.93,0.44704,0.1570797,0,287.9925227
166.292,23.88888889,10.56,0,0.5759589,0,476.660068
166.333,25,10.47,1.34112,5.23599,0,651.3522395
166.375,27.22222222,8.63,0.89408,4.8520174,0,794.5998201
166.417,28.88888889,6.9,1.78816,4.2062453,0,898.9160025
166.458,29.44444444,5.51,2.68224,3.4033935,0,959.8087023
166.500,30,4.61,2.68224,3.8746326,0,962.8034252
166.542,31.66666667,5.97,2.2352,4.0317123,0,919.3799426
166.583,32.77777778,4.54,2.68224,4.6425778,0,812.0690372
166.625,33.33333333,2.23,3.12928,4.4331382,0,640.8707092
166.667,33.33333333,3.2,2.68224,4.1713387,0,487.6407187
166.708,31.66666667,2.79,3.57632,4.3458717,0,234.0875098
166.750,28.88888889,2.21,4.02336,4.6949377,0,48.91380802
166.792,24.44444444,0.72,3.12928,5.1487235,0,6.98768686
166.833,21.66666667,2.39,4.02336,5.0963636,0,3.99296392
166.875,18.88888889,1.86,2.68224,5.3930697,0,3.99296392
166.917,18.88888889,-2.09,0.89408,5.8643088,0,3.99296392
166.958,16.66666667,1.16,1.78816,5.4279763,0,3.99296392
167.000,17.77777778,-1.95,0.44704,5.7246824,5,3.99296392
167.042,16.11111111,-1,1.34112,5.3058032,5,3.99296392
167.083,14.44444444,-1.61,1.34112,5.3581631,5,3.99296392
167.125,14.44444444,-0.81,0.89408,5.3581631,5,3.99296392
167.167,13.88888889,-0.17,1.78816,5.0090971,5,6.98768686
167.208,13.88888889,-1.3,1.78816,5.4454296,5,75.36719399
167.250,16.66666667,-3.42,0.89408,5.7944956,5,190.1649067
167.292,19.44444444,-6.21,0.89408,6.1959215,5,342.8957766
167.333,23.88888889,-6.16,0.89408,0.0872665,5,439.7251517
167.375,20.55555556,-6.1,3.12928,4.886924,5,595.9498651
167.417,23.33333333,-4.73,3.12928,4.5902179,5,507.1064178
167.458,23.33333333,-4.73,0.89408,0.1047198,5,644.8636731
167.500,22.22222222,-4.77,2.2352,3.3859402,5,427.2471394
167.542,22.77777778,-7.03,1.78816,3.1939539,5,160.7167978
167.583,22.77777778,-6.07,1.34112,3.1241407,5,240.5760762
167.625,22.77777778,-6.07,1.78816,2.6005417,5,290.9872457
167.667,19.44444444,1.89,1.78816,2.4783686,5,133.7642913
167.708,18.33333333,3.78,2.2352,2.3911021,5,43.42348263
167.750,17.77777778,3.66,0.89408,2.7401681,5,22.95954254
167.792,16.11111111,9.99,0.44704,3.2986737,5,4.49208441
167.833,14.44444444,11.04,0.44704,2.0594894,5,3.99296392
167.875,13.33333333,12.06,1.34112,4.8171108,5,3.99296392
167.917,13.33333333,10.86,0.44704,0.9075716,5,3.99296392
167.958,13.33333333,12.22,0.89408,4.5029514,5,3.99296392
168.000,12.22222222,11.44,1.78816,5.3232565,3,3.99296392
168.042,12.22222222,11.6,1.34112,5.3058032,3,3.99296392
168.083,12.22222222,11.28,0.89408,5.5501494,3,3.99296392
168.125,12.22222222,11.44,0.44704,0.0698132,3,3.99296392
168.167,11.66666667,9.75,0.89408,5.4454296,3,5.49032539
168.208,11.11111111,10.02,1.78816,5.2883499,3,46.41820557
168.250,12.22222222,10.46,0.44704,5.6723225,3,184.1754608
168.292,13.33333333,10.69,0.44704,5.7072291,3,381.8271749
168.333,15,9.58,1.34112,5.0963636,3,591.4577807
168.375,17.77777778,7.52,0.89408,5.8119489,3,848.0057125
168.417,18.88888889,6.38,1.34112,5.3232565,3,799.591025
168.458,18.33333333,5.55,1.34112,6.0912017,3,452.7022844
168.500,19.44444444,5.14,1.34112,4.6949377,3,615.4155642
168.542,19.44444444,5.5,1.34112,4.5902179,3,716.2379032
168.583,20.55555556,6.5,1.78816,2.7052615,3,360.3649938
168.625,19.44444444,6.88,2.2352,3.6128331,3,344.8922586
168.667,21.11111111,7,1.34112,3.4208468,3,131.7678094
168.708,19.44444444,6.55,1.34112,5.3232565,3,169.7009666
168.750,21.66666667,6.36,1.34112,5.1836301,3,48.41468753
168.792,16.66666667,5.32,3.12928,4.9218306,3,6.48856637
168.833,13.33333333,5.74,2.2352,5.061457,3,3.99296392
168.875,13.33333333,7.12,0.89408,5.4454296,3,3.99296392
168.917,12.22222222,6.06,1.78816,5.4454296,3,3.99296392
168.958,11.66666667,6.39,1.78816,5.2883499,3,3.99296392
169.000,11.11111111,6.66,1.34112,5.6199626,0,3.99296392
169.042,10.55555556,6.51,1.78816,5.3756164,0,3.99296392
169.083,9.444444444,6.7,0.44704,5.8817621,0,3.49384343
169.125,10,6.53,0.44704,5.9515753,0,3.49384343
169.167,9.444444444,7.05,0.44704,5.410523,0,6.48856637
169.208,8.888888889,6.85,0.89408,5.5501494,0,105.8135439
169.250,10.55555556,7.62,0.44704,5.9864819,0,279.5074744
169.292,14.44444444,8.4,0,5.7421357,0,463.1838147
169.333,17.22222222,7,2.2352,5.2185367,0,638.8742272
169.375,20,7.05,1.34112,5.5501494,0,797.594543
169.417,21.66666667,7.13,1.34112,5.8468555,0,903.9072074
169.458,22.77777778,6.11,1.34112,4.5902179,0,947.33069
169.500,22.77777778,4.79,3.12928,3.4208468,0,952.3218949
169.542,23.33333333,4.79,2.68224,3.5953798,0,903.9072074
169.583,23.33333333,3.81,3.12928,3.9793524,0,686.2906738
169.625,23.88888889,4.29,2.2352,3.839726,0,405.2858379
169.667,23.88888889,4.29,3.12928,3.8048194,0,490.6354417
169.708,24.44444444,5.26,3.12928,4.1713387,0,286.4951613
169.750,22.22222222,5.62,2.68224,4.6425778,0,109.8065078
169.792,19.44444444,6.21,3.12928,4.7822042,0,8.98416882
169.833,16.66666667,7.06,2.68224,4.9218306,0,3.99296392
169.875,16.11111111,8.83,1.34112,5.2534433,0,3.99296392
169.917,14.44444444,7.72,2.68224,5.2534433,0,3.99296392
169.958,13.33333333,8.6,3.12928,5.3058032,0,3.99296392
170.000,12.22222222,9.06,2.2352,5.3581631,0,3.99296392
170.042,11.11111111,8.51,1.78816,5.4803362,0,3.99296392
170.083,11.66666667,8.88,0.89408,5.7944956,0,3.99296392
170.125,10,8.44,0.89408,5.9515753,0,3.99296392
170.167,9.444444444,8.21,0.89408,5.4803362,0,9.48328931
170.208,11.11111111,7.61,0.89408,5.6723225,0,105.3144234
170.250,13.33333333,7.34,1.78816,0.4363325,0,272.0206671
170.292,17.77777778,8.63,0.89408,0,0,456.1961279
170.333,20,8.97,2.2352,5.2534433,0,640.8707092
170.375,22.77777778,8.85,1.78816,5.0789103,0,764.6525907
170.417,24.44444444,8.81,1.78816,4.712391,0,884.4415083
170.458,25,7.62,2.68224,4.1538854,0,936.8491597
170.500,25.55555556,6.22,2.2352,4.0491656,0,941.8403646
170.542,26.11111111,6.7,3.57632,3.5255666,0,896.9195205
170.583,26.11111111,6.7,3.12928,3.8746326,0,798.592784
170.625,27.22222222,6.61,2.68224,4.1189788,0,651.3522395
170.667,27.22222222,7.65,2.2352,3.6826463,0,476.660068
170.708,26.66666667,6.67,2.2352,4.7472976,0,285.4969203
170.750,25,7.17,3.12928,4.7298443,0,112.3021103
170.792,21.66666667,8.21,3.12928,4.537858,0,9.48328931
170.833,18.33333333,8.03,3.57632,5.2010834,0,3.99296392
170.875,17.22222222,8.63,3.12928,5.2185367,0,3.99296392
170.917,16.11111111,9.07,2.2352,5.3756164,0,3.99296392
170.958,14.44444444,9.04,1.34112,5.3756164,0,3.99296392
171.000,12.77777778,8.47,1.78816,5.3581631,0,3.99296392
171.042,12.22222222,8.88,0.44704,5.6548692,0,3.99296392
171.083,12.22222222,9.06,1.34112,5.3930697,0,3.99296392
171.125,11.11111111,8.51,1.78816,5.4628829,0,3.99296392
171.167,10.55555556,8.32,0,5.8817621,0,8.48504833
171.208,11.11111111,8.69,1.34112,5.4454296,0,105.3144234
171.250,13.88888889,9.54,0.89408,5.6548692,0,274.5162695
171.292,17.22222222,9.64,2.2352,5.4628829,0,460.6882123
171.333,21.66666667,9.88,1.78816,5.2708966,0,635.3803838
171.375,24.44444444,8.81,1.34112,5.3232565,0,779.1270849
171.417,26.11111111,8.59,1.78816,4.3982316,0,884.4415083
171.458,27.22222222,8.15,2.2352,4.5204047,0,941.8403646
171.500,28.33333333,7.55,2.2352,3.8746326,0,946.332449
171.542,29.44444444,7.36,2.2352,4.8345641,0,899.9142435
171.583,30.55555556,7.71,2.68224,4.2586052,0,804.0831094
171.625,30.55555556,7.71,3.12928,4.8171108,0,652.8496009
171.667,30,7.83,3.57632,3.8571793,0,479.6547909
171.708,28.88888889,8.56,2.68224,4.2062453,0,289.4898842
171.750,27.77777778,8.63,3.57632,4.5553113,0,112.8012307
171.792,23.33333333,9.34,3.12928,5.1836301,0,9.9824098
171.833,20.55555556,9.48,3.57632,5.0963636,0,3.99296392
171.875,19.44444444,10.17,3.57632,5.1487235,0,3.99296392
171.917,17.77777778,9.42,3.57632,5.3058032,0,3.99296392
171.958,16.11111111,9.53,3.12928,5.3581631,0,3.99296392
172.000,15,9.58,2.2352,5.3407098,0,3.99296392
172.042,13.88888889,8.93,1.78816,5.4279763,0,3.99296392
172.083,12.77777778,8.07,0.89408,5.5326961,0,3.99296392
172.125,12.22222222,7.53,0.89408,5.6374159,0,3.99296392
172.167,11.11111111,6.85,0.44704,5.7770423,0,7.98592784
172.208,11.11111111,7.05,0.89408,5.8468555,0,97.82761604
172.250,15,7.79,1.78816,5.3058032,0,267.0294622
172.292,19.44444444,9.05,1.78816,5.3407098,0,449.7075615
172.333,20.55555556,7.56,2.2352,5.2883499,0,624.8988535
172.375,23.33333333,7.43,2.68224,5.1661768,0,779.1270849
172.417,25,8.06,2.2352,5.4628829,0,886.4379902
172.458,27.22222222,8.63,2.2352,5.6025093,0,940.8421237
172.500,27.77777778,8.63,3.57632,4.3982316,0,949.327172
172.542,28.33333333,8.6,2.2352,4.8345641,0,901.9107254
172.583,29.44444444,8.49,2.68224,4.9567372,0,799.591025
172.625,30,8.41,3.57632,4.6600311,0,655.8443239
172.667,29.44444444,9.55,3.57632,4.4854981,0,487.6407187
172.708,27.22222222,9.56,4.4704,5.0265504,0,297.475812
172.750,25,8.9,4.4704,5.1836301,0,119.2897971
172.792,21.66666667,8.21,4.91744,5.1661768,0,10.48153029
172.833,18.88888889,7.65,4.91744,5.2185367,0,3.99296392
172.875,17.22222222,7,3.57632,5.2534433,0,3.99296392
172.917,16.66666667,7.33,2.68224,5.3407098,0,3.99296392
172.958,15,7.31,1.34112,5.6199626,0,3.99296392
173.000,12.77777778,7.45,2.68224,5.3232565,0,3.99296392
173.042,12.22222222,7.73,1.78816,5.3407098,0,3.99296392
173.083,11.66666667,8.34,0.89408,5.759589,0,3.99296392
